Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
Dario Šarić,57,14.1,.540,.829,3.6,1.3,0.4,0.1,1.0,6.4,saricda01
Dario Šarić,37,14.4,.503,.818,3.8,1.5,0.4,0.1,1.0,5.8,saricda01
Dario Šarić,20,13.7,.606,.844,3.3,0.9,0.4,0.1,1.0,7.4,saricda01
Olivier Sarr,9,12.7,.517,.714,3.4,0.4,0.1,0.6,0.4,4.0,sarrol01
Jordan Schakel,2,3.0,.750,,0.0,0.5,0.5,0.0,0.0,1.5,schakjo01
Admiral Schofield,37,12.2,.549,.913,1.7,0.8,0.2,0.1,0.4,4.2,schofad01
Dennis Schröder,66,30.1,.472,.857,2.5,4.5,0.8,0.2,1.7,12.6,schrode01
Jay Scrubb,2,15.0,.857,.500,3.0,0.5,1.0,0.0,1.5,6.5,scrubja01
Dereon Seabron,5,2.4,.400,,0.2,0.0,0.0,0.0,0.0,0.8,seabrde01
Alperen Şengün,75,28.9,.565,.715,9.0,3.9,0.9,0.9,2.6,14.8,sengual01
Collin Sexton,48,23.9,.558,.819,2.2,2.9,0.6,0.1,1.8,14.3,sextoco01
Landry Shamet,40,20.2,.502,.882,1.7,2.3,0.7,0.1,0.9,8.7,shamela01
Day'Ron Sharpe,48,11.5,.561,.636,4.2,0.8,0.3,0.7,0.9,4.7,sharpda01
Shaedon Sharpe,80,22.2,.551,.714,3.0,1.2,0.5,0.3,1.0,9.9,sharpsh01
Pascal Siakam,71,37.4,.515,.774,7.8,5.8,0.9,0.5,2.4,24.2,siakapa01
Chris Silva,1,3.0,1.000,,0.0,0.0,0.0,0.0,1.0,2.0,silvach01
Ben Simmons,42,26.3,.566,.439,6.3,6.1,1.3,0.6,2.3,6.9,simmobe01
Kobi Simmons,5,5.6,.250,1.000,0.8,1.0,0.0,0.4,0.2,1.0,simmoko01
Marko Simonovic,7,2.9,.357,.500,0.3,0.0,0.0,0.0,0.0,0.9,simonma01
Anfernee Simons,62,35.0,.548,.894,2.6,4.1,0.7,0.2,2.1,21.1,simonan01
Jericho Sims,52,15.6,.776,.750,4.7,0.5,0.3,0.5,0.5,3.4,simsje01
Marcus Smart,61,32.1,.511,.746,3.1,6.3,1.5,0.4,2.3,11.5,smartma01
Dennis Smith Jr.,54,25.7,.438,.736,3.1,4.8,1.4,0.5,1.5,8.8,smithde03
Dru Smith,15,10.5,.456,1.000,1.6,1.5,0.7,0.3,0.2,2.9,smithdr01
Dru Smith,5,13.4,.393,,1.8,1.0,0.8,0.6,0.2,2.2,smithdr01
Dru Smith,10,9.1,.484,1.000,1.5,1.7,0.6,0.1,0.2,3.3,smithdr01
Ish Smith,43,9.3,.405,.500,1.3,2.3,0.2,0.2,1.0,2.5,smithis01
Jabari Smith Jr.,79,31.0,.475,.786,7.2,1.3,0.5,0.9,1.3,12.8,smithja05
Jalen Smith,68,18.8,.530,.759,5.8,1.0,0.3,0.9,1.1,9.4,smithja04
Xavier Sneed,4,12.0,.650,1.000,1.3,1.3,0.0,0.3,0.8,4.3,sneedxa01
Jeremy Sochan,56,26.0,.483,.698,5.3,2.5,0.8,0.4,1.7,11.0,sochaje01
Jaden Springer,16,5.6,.514,.750,0.9,0.5,0.4,0.2,0.2,2.6,sprinja01
Lamar Stevens,62,18.1,.500,.702,3.3,0.5,0.4,0.3,0.4,5.3,stevela01
Isaiah Stewart,50,28.3,.518,.738,8.1,1.4,0.4,0.7,1.4,11.3,stewais01
Max Strus,80,28.4,.535,.876,3.2,2.1,0.5,0.2,0.9,11.5,strusma01
Jalen Suggs,53,23.5,.493,.723,3.0,2.9,1.3,0.5,1.8,9.9,suggsja01
Edmond Sumner,53,13.9,.519,.917,1.5,1.3,0.6,0.2,0.9,7.1,sumneed01
Cole Swider,7,5.9,.500,,1.0,0.6,0.0,0.0,0.0,1.3,swideco01
Jae'Sean Tate,31,21.8,.509,.725,3.8,2.7,0.7,0.2,1.5,9.1,tateja01
Jayson Tatum,74,36.9,.543,.854,8.8,4.6,1.1,0.7,2.9,30.1,tatumja01
Terry Taylor,31,8.5,.553,.545,1.5,0.3,0.1,0.2,0.3,2.9,taylote01
Terry Taylor,26,8.8,.492,.714,1.5,0.4,0.1,0.2,0.3,2.7,taylote01
Terry Taylor,5,7.2,.950,.250,1.6,0.0,0.0,0.2,0.0,4.0,taylote01
Garrett Temple,25,6.5,.522,.750,0.7,0.5,0.4,0.1,0.2,2.0,templga01
Dalen Terry,38,5.6,.493,.667,1.0,0.6,0.3,0.1,0.2,2.2,terryda01
Daniel Theis,7,15.6,.500,.417,3.1,1.3,0.3,0.9,0.4,7.0,theisda01
Cam Thomas,57,16.6,.497,.868,1.7,1.4,0.4,0.1,1.1,10.6,thomaca02
Klay Thompson,69,33.0,.556,.879,4.1,2.4,0.7,0.4,1.8,21.9,thompkl01
JT Thor,69,14.0,.481,.702,2.2,0.5,0.3,0.3,0.6,3.8,thorjt01
Matisse Thybulle,71,16.9,.542,.679,2.0,0.7,1.2,0.5,0.3,4.1,thybuma01
Matisse Thybulle,49,12.1,.522,.750,1.3,0.5,0.9,0.3,0.2,2.7,thybuma01
Matisse Thybulle,22,27.7,.558,.625,3.5,1.4,1.7,0.8,0.7,7.4,thybuma01
Xavier Tillman Sr.,61,19.3,.621,.551,5.0,1.6,1.0,0.5,0.7,7.0,tillmxa01
Isaiah Todd,6,10.2,.184,1.000,2.0,0.7,0.2,0.0,0.3,1.5,toddis01
Obi Toppin,67,15.7,.548,.809,2.8,1.0,0.3,0.2,0.6,7.4,toppiob01
Juan Toscano-Anderson,52,13.5,.476,.792,2.4,1.3,0.3,0.2,0.7,3.0,toscaju01
Juan Toscano-Anderson,30,12.2,.530,.733,2.0,0.8,0.3,0.2,0.6,2.7,toscaju01
Juan Toscano-Anderson,22,15.2,.429,.889,2.9,1.8,0.3,0.1,0.8,3.4,toscaju01
Karl-Anthony Towns,29,33.0,.565,.874,8.1,4.8,0.7,0.6,3.0,20.8,townska01
Gary Trent Jr.,66,32.1,.522,.839,2.6,1.6,1.6,0.2,0.8,17.4,trentga02
P.J. Tucker,75,25.6,.549,.826,3.9,0.8,0.5,0.2,0.6,3.5,tuckepj01
Myles Turner,62,29.4,.612,.783,7.5,1.4,0.6,2.3,1.7,18.0,turnemy01
Stanley Umude,1,2.0,.000,1.000,0.0,0.0,1.0,1.0,0.0,2.0,umudest01
Jonas Valančiūnas,79,24.9,.570,.826,10.2,1.8,0.3,0.7,2.0,14.1,valanjo01
Jarred Vanderbilt,78,24.1,.580,.691,7.5,2.4,1.1,0.3,1.2,7.9,vandeja01
Jarred Vanderbilt,52,24.1,.587,.657,7.9,2.7,1.0,0.3,1.3,8.3,vandeja01
Jarred Vanderbilt,26,24.0,.564,.784,6.7,1.6,1.2,0.2,1.1,7.2,vandeja01
Fred VanVleet,69,36.7,.486,.898,4.1,7.2,1.8,0.6,2.0,19.3,vanvlfr01
Devin Vassell,38,31.0,.525,.780,3.9,3.6,1.1,0.4,1.5,18.5,vassede01
Gabe Vincent,68,25.9,.505,.872,2.1,2.5,0.9,0.1,1.4,9.4,vincega01
Noah Vonleh,23,7.4,.479,1.000,2.1,0.3,0.1,0.3,0.5,1.1,vonleno01
Nikola Vučević,82,33.5,.573,.835,11.0,3.2,0.7,0.7,1.7,17.6,vucevni01
Dean Wade,44,20.3,.540,.652,3.4,0.8,0.6,0.5,0.4,4.7,wadede01
Franz Wagner,80,32.6,.543,.842,4.1,3.5,1.0,0.2,2.1,18.6,wagnefr01
Moritz Wagner,57,19.5,.564,.841,4.5,1.5,0.6,0.2,1.2,10.5,wagnemo01
Ish Wainright,60,15.3,.496,.839,2.3,0.9,0.6,0.4,0.4,4.2,wainris01
Jabari Walker,56,11.1,.460,.756,2.3,0.6,0.2,0.2,0.5,3.9,walkeja01
Kemba Walker,9,16.0,.482,.810,1.8,2.1,0.2,0.2,0.4,8.0,walkeke02
Lonnie Walker IV,56,23.2,.534,.858,1.9,1.1,0.5,0.3,0.8,11.7,walkelo01
John Wall,34,22.2,.457,.681,2.7,5.2,0.8,0.4,2.4,11.4,walljo01
T.J. Warren,42,16.4,.530,.800,2.9,1.0,0.5,0.3,0.5,7.5,warretj01
T.J. Warren,26,18.8,.550,.818,2.8,1.1,0.6,0.3,0.7,9.5,warretj01
T.J. Warren,16,12.3,.471,.500,3.1,0.7,0.4,0.3,0.2,4.2,warretj01
Duane Washington Jr.,31,12.7,.445,.667,1.2,2.0,0.2,0.1,1.1,7.9,washidu02
P.J. Washington,73,32.6,.520,.730,4.9,2.4,0.9,1.1,1.5,15.7,washipj01
TyTy Washington Jr.,31,14.0,.422,.556,1.5,1.5,0.5,0.1,0.5,4.7,washity02
Yuta Watanabe,58,16.0,.621,.723,2.4,0.8,0.4,0.3,0.4,5.6,watanyu01
Lindy Waters III,41,13.0,.556,.800,1.8,0.7,0.3,0.3,0.2,5.2,waterli01
Trendon Watford,62,19.1,.599,.720,3.8,2.1,0.5,0.2,1.1,7.4,watfotr01
Peyton Watson,23,8.1,.542,.550,1.6,0.5,0.1,0.5,0.3,3.3,watsope01
Blake Wesley,37,18.1,.367,.591,2.2,2.7,0.7,0.1,1.8,5.0,weslebl01
Russell Westbrook,73,29.1,.481,.656,5.8,7.5,1.0,0.5,3.5,15.9,westbru01
Russell Westbrook,52,28.7,.460,.655,6.2,7.5,1.0,0.4,3.5,15.9,westbru01
Russell Westbrook,21,30.2,.538,.658,4.9,7.6,1.1,0.5,3.4,15.8,westbru01
Coby White,74,23.4,.551,.871,2.9,2.8,0.7,0.1,1.0,9.7,whiteco01
Derrick White,82,28.3,.560,.875,3.6,3.9,0.7,0.9,1.2,12.4,whitede01
Jack White,17,3.9,.500,.667,1.0,0.2,0.2,0.1,0.1,1.2,whiteja03
Joe Wieskamp,9,5.6,.321,,0.4,0.3,0.0,0.0,0.1,1.0,wieskjo01
Aaron Wiggins,70,18.5,.579,.831,3.0,1.1,0.6,0.2,0.8,6.8,wiggiaa01
Andrew Wiggins,37,32.2,.557,.611,5.0,2.3,1.2,0.8,1.3,17.1,wiggian01
Lindell Wigginton,7,12.4,.568,.889,1.0,2.0,0.0,0.3,1.7,7.1,wiggili01
Alondes Williams,1,5.0,,,1.0,0.0,0.0,0.0,2.0,0.0,willial06
Donovan Williams,2,2.0,.400,,1.0,0.0,0.0,0.0,0.0,2.0,willido02
Grant Williams,79,25.9,.575,.770,4.6,1.7,0.5,0.4,1.0,8.1,willigr01
Jalen Williams,75,30.3,.567,.812,4.5,3.3,1.4,0.5,1.6,14.1,willija06
Jaylin Williams,49,18.7,.534,.704,4.9,1.6,0.6,0.2,0.8,5.9,willija07
Jeenathan Williams,5,25.4,.654,.667,3.0,2.0,0.6,0.4,0.8,10.6,willije02
Kenrich Williams,53,22.8,.590,.436,4.9,2.0,0.8,0.3,0.6,8.0,willike04
Mark Williams,43,19.3,.637,.691,7.1,0.4,0.7,1.0,0.9,9.0,willima07
Patrick Williams,82,28.3,.549,.857,4.0,1.2,0.9,0.9,1.2,10.2,willipa01
Robert Williams,35,23.5,.747,.610,8.3,1.4,0.6,1.4,1.0,8.0,williro04
Vince Williams Jr.,15,7.0,.350,1.000,1.0,0.3,0.4,0.1,0.3,2.0,willivi01
Ziaire Williams,37,15.2,.492,.773,2.1,0.9,0.4,0.2,1.0,5.7,willizi02
Zion Williamson,29,33.0,.615,.714,7.0,4.6,1.1,0.6,3.4,26.0,willizi01
Dylan Windler,3,3.3,.833,,0.0,0.3,0.3,0.0,0.3,1.7,windldy01
Justise Winslow,29,26.8,.444,.714,5.0,3.4,1.0,0.4,1.5,6.8,winslju01
James Wiseman,45,19.3,.563,.701,5.9,0.7,0.2,0.6,1.1,10.0,wisemja01
James Wiseman,21,12.5,.633,.684,3.5,0.7,0.1,0.3,0.7,6.9,wisemja01
James Wiseman,24,25.2,.537,.712,8.1,0.7,0.2,0.8,1.5,12.7,wisemja01
Christian Wood,67,25.9,.583,.772,7.3,1.8,0.4,1.1,1.8,16.6,woodch01
Delon Wright,50,24.4,.545,.867,3.6,3.9,1.8,0.3,0.9,7.4,wrighde01
McKinley Wright IV,27,12.4,.515,.684,1.7,2.1,0.3,0.2,0.7,4.2,wrighmc01
Gabe York,3,18.7,.524,1.000,2.0,1.7,0.7,0.0,0.0,8.0,yorkga01
Thaddeus Young,54,14.7,.561,.692,3.1,1.4,1.0,0.1,0.8,4.4,youngth01
Trae Young,73,34.8,.485,.886,3.0,10.2,1.1,0.1,4.1,26.2,youngtr01
Omer Yurtseven,9,9.2,.648,.833,2.6,0.2,0.2,0.2,0.4,4.4,yurtsom01
Cody Zeller,15,14.5,.627,.686,4.3,0.7,0.2,0.3,0.9,6.5,zelleco01
Ivica Zubac,76,28.6,.634,.697,9.9,1.0,0.4,1.3,1.5,10.8,zubaciv01
