Player,G,MP,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS,Player-additional
Zeke Nnaji,41,17.0,.616,.631,3.6,0.4,0.4,0.3,0.6,6.6,nnajize01
Nerlens Noel,25,22.5,.533,.700,5.6,0.9,1.2,1.2,0.8,3.4,noelne01
Jaylen Nowell,62,15.7,.551,.783,2.0,2.1,0.4,0.2,0.6,8.5,nowelja01
Frank Ntilikina,58,11.8,.484,.960,1.4,1.2,0.5,0.1,0.5,4.1,ntilila01
Jusuf Nurkić,56,28.2,.548,.690,11.1,2.8,1.1,0.6,2.6,15.0,nurkiju01
David Nwaba,46,13.2,.526,.716,3.3,0.8,0.6,0.4,0.5,5.1,nwabada01
Jordan Nwora,62,19.1,.488,.837,3.6,1.0,0.4,0.3,0.9,7.9,nworajo01
Royce O'Neale,77,31.2,.591,.804,4.8,2.5,1.1,0.4,1.0,7.4,onealro01
Semi Ojeleye,30,13.5,.379,.793,2.5,0.3,0.2,0.2,0.3,3.3,ojelese01
Semi Ojeleye,20,15.4,.336,.769,2.9,0.3,0.3,0.3,0.3,2.9,ojelese01
Semi Ojeleye,10,9.8,.483,.813,1.6,0.4,0.2,0.1,0.4,4.1,ojelese01
Chuma Okeke,70,25.0,.478,.846,5.0,1.7,1.4,0.6,0.8,8.6,okekech01
Josh Okogie,49,10.5,.471,.686,1.4,0.5,0.5,0.2,0.5,2.7,okogijo01
Onyeka Okongwu,48,20.7,.690,.727,5.9,1.1,0.6,1.3,0.9,8.2,okongon01
Isaac Okoro,67,29.6,.544,.768,3.0,1.8,0.8,0.3,0.9,8.8,okorois01
KZ Okpala,21,11.6,.500,.727,2.0,0.7,0.2,0.3,0.2,3.7,okpalkz01
Victor Oladipo,8,21.6,.582,.737,2.9,3.5,0.6,0.1,2.0,12.4,oladivi01
Cameron Oliver,2,21.5,.700,.667,3.0,1.5,0.5,0.5,0.0,11.5,oliveca01
Kelly Olynyk,40,19.1,.517,.775,4.4,2.8,0.8,0.5,1.5,9.1,olynyke01
Eugene Omoruyi,4,4.5,.500,.500,1.8,0.5,0.0,0.0,0.0,1.8,omorueu01
Miye Oni,16,2.8,.278,.000,0.4,0.3,0.0,0.0,0.1,0.3,onimi01
Cedi Osman,66,22.2,.544,.664,2.2,2.0,0.8,0.2,1.0,10.7,osmande01
Daniel Oturu,3,9.0,.500,.600,1.7,0.0,0.0,0.7,0.0,3.0,oturuda01
Kelly Oubre Jr.,76,26.3,.542,.667,4.0,1.1,1.0,0.4,0.9,15.0,oubreke01
Jaysean Paige,1,7.0,.000,,1.0,1.0,0.0,0.0,1.0,0.0,paigeja01
Trayvon Palmer,1,17.0,.000,,2.0,0.0,0.0,0.0,1.0,0.0,palmetr01
Kevin Pangos,24,6.9,.391,.750,0.5,1.3,0.1,0.0,0.3,1.6,pangoke01
Jabari Parker,12,9.3,.579,1.000,2.3,0.5,0.3,0.1,0.7,4.4,parkeja01
Eric Paschall,58,12.7,.570,.767,1.8,0.6,0.2,0.1,0.5,5.8,pascher01
Chris Paul,65,32.9,.536,.837,4.4,10.8,1.9,0.3,2.4,14.7,paulch01
Cameron Payne,58,22.0,.469,.843,3.0,4.9,0.7,0.3,1.8,10.8,payneca01
Elfrid Payton,50,11.0,.394,.375,1.8,2.0,0.5,0.1,0.9,3.0,paytoel01
Gary Payton II,71,17.6,.679,.603,3.5,0.9,1.4,0.3,0.6,7.1,paytoga02
Norvel Pelle,3,6.3,.600,,2.0,0.0,0.0,0.3,0.7,2.0,pelleno01
Reggie Perry,10,18.7,.525,.600,4.7,1.2,0.9,0.6,1.1,9.2,perryre01
Reggie Perry,9,19.7,.519,.600,5.1,1.3,1.0,0.7,1.2,10.0,perryre01
Reggie Perry,1,10.0,1.000,,1.0,0.0,0.0,0.0,0.0,2.0,perryre01
Jamorko Pickett,13,13.5,.490,.500,2.5,0.5,0.0,0.5,0.4,3.8,pickeja01
Theo Pinson,19,7.8,.487,1.000,1.1,0.9,0.3,0.1,0.3,2.5,pinsoth01
Mason Plumlee,73,24.6,.641,.392,7.7,3.1,0.8,0.7,1.4,6.5,plumlma01
Jakob Poeltl,68,29.0,.619,.495,9.3,2.8,0.7,1.7,1.6,13.5,poeltja01
Aleksej Pokusevski,61,20.2,.470,.700,5.2,2.1,0.6,0.6,1.5,7.6,pokusal01
Yves Pons,12,5.9,.406,.000,1.0,0.1,0.1,0.3,0.1,1.1,ponsyv01
Jordan Poole,76,30.0,.548,.925,3.4,4.0,0.8,0.3,2.5,18.5,poolejo01
Kevin Porter Jr.,61,31.3,.511,.642,4.4,6.2,1.1,0.4,3.1,15.6,porteke02
Michael Porter Jr.,9,29.4,.408,.556,6.6,1.9,1.1,0.2,1.3,9.9,portemi01
Otto Porter Jr.,63,22.2,.560,.803,5.7,1.5,1.1,0.5,0.6,8.2,porteot01
Bobby Portis,72,28.2,.555,.752,9.1,1.2,0.7,0.7,1.3,14.6,portibo01
Kristaps Porziņģis,51,29.0,.510,.867,8.1,2.3,0.7,1.6,1.6,20.2,porzikr01
Kristaps Porziņģis,34,29.5,.499,.865,7.7,2.0,0.7,1.7,1.6,19.2,porzikr01
Kristaps Porziņģis,17,28.2,.531,.871,8.8,2.9,0.7,1.5,1.6,22.1,porzikr01
Micah Potter,3,10.3,.455,1.000,3.0,0.0,0.3,0.3,0.3,4.0,pottemi01
Dwight Powell,82,21.9,.687,.783,4.9,1.2,0.5,0.5,0.8,8.7,poweldw01
Myles Powell,11,4.7,.324,1.000,0.5,0.3,0.1,0.0,0.3,1.2,powelmy01
Norman Powell,45,32.4,.549,.811,3.2,2.1,0.9,0.5,1.5,19.0,powelno01
Norman Powell,40,33.3,.542,.803,3.3,2.1,1.0,0.4,1.6,18.7,powelno01
Norman Powell,5,25.0,.611,.857,2.8,2.8,0.4,0.8,1.4,21.4,powelno01
Joshua Primo,50,19.3,.452,.746,2.3,1.6,0.4,0.5,1.1,5.8,primojo01
Taurean Prince,69,17.1,.564,.756,2.5,1.0,0.7,0.3,0.8,7.3,princta02
Payton Pritchard,71,14.1,.564,1.000,1.9,2.0,0.4,0.1,0.6,6.2,pritcpa01
Trevelin Queen,10,7.4,.591,1.000,1.6,0.4,0.5,0.1,0.7,4.3,queentr01
Neemias Queta,15,8.0,.447,.647,2.1,0.4,0.1,0.5,0.4,3.0,quetane01
Immanuel Quickley,78,23.1,.487,.881,3.2,3.5,0.7,0.0,1.3,11.3,quickim01
Jahmi'us Ramsey,19,7.1,.457,.500,0.7,0.4,0.1,0.1,0.3,3.2,ramseja01
Julius Randle,72,35.3,.459,.756,9.9,5.1,0.7,0.5,3.4,20.1,randlju01
Austin Reaves,61,23.2,.542,.839,3.2,1.8,0.5,0.3,0.7,7.3,reaveau01
Cam Reddish,49,20.7,.485,.902,2.1,1.0,1.0,0.3,1.2,10.1,reddica01
Cam Reddish,34,23.4,.487,.900,2.5,1.1,1.0,0.3,1.3,11.9,reddica01
Cam Reddish,15,14.3,.477,.906,1.4,0.7,0.8,0.3,0.9,6.1,reddica01
Davon Reed,48,13.9,.618,.667,2.3,1.1,0.5,0.2,0.3,4.4,reedda01
Paul Reed,38,7.9,.573,.429,2.4,0.4,0.9,0.4,0.3,3.1,reedpa01
Naz Reid,77,15.8,.549,.765,3.9,0.9,0.5,0.9,1.1,8.3,reidna01
Nick Richards,50,7.3,.667,.698,1.7,0.3,0.2,0.4,0.5,3.0,richani01
Josh Richardson,65,24.6,.534,.889,2.8,1.8,0.9,0.4,1.0,10.2,richajo01
Josh Richardson,44,24.7,.534,.859,2.8,1.5,0.8,0.5,0.9,9.7,richajo01
Josh Richardson,21,24.4,.534,.946,2.9,2.3,1.0,0.3,1.3,11.4,richajo01
Austin Rivers,67,22.1,.530,.727,1.7,1.3,0.8,0.1,0.8,6.0,riverau01
Duncan Robinson,79,25.9,.559,.836,2.6,1.6,0.5,0.2,0.8,10.9,robindu01
Justin Robinson,25,12.2,.398,.500,0.8,1.3,0.4,0.0,0.7,3.1,robinju01
Justin Robinson,17,11.6,.404,1.000,0.8,1.2,0.5,0.0,0.6,2.8,robinju01
Justin Robinson,3,5.0,.125,,0.3,0.7,0.0,0.0,0.3,0.7,robinju01
Justin Robinson,5,18.2,.464,.333,1.4,1.8,0.2,0.2,1.0,5.6,robinju01
Mitchell Robinson,72,25.7,.761,.486,8.6,0.5,0.8,1.8,0.8,8.5,robinmi01
Jeremiah Robinson-Earl,49,22.2,.503,.741,5.6,1.0,0.6,0.3,0.8,7.5,robinje02
Isaiah Roby,45,21.1,.582,.672,4.8,1.6,0.8,0.8,1.0,10.1,robyis01
Rajon Rondo,39,17.9,.474,.731,2.8,4.4,0.8,0.2,1.7,4.8,rondora01
Rajon Rondo,18,16.1,.380,.500,2.7,3.7,0.7,0.3,1.9,3.1,rondora01
Rajon Rondo,21,19.5,.538,.750,2.8,4.9,0.9,0.0,1.6,6.2,rondora01
Derrick Rose,26,24.5,.513,.968,3.0,4.0,0.8,0.5,1.5,12.0,rosede01
Terrence Ross,63,23.0,.467,.862,2.6,1.8,0.4,0.2,1.2,10.0,rosste01
Terry Rozier,73,33.7,.539,.852,4.3,4.5,1.3,0.3,1.3,19.3,roziete01
Ricky Rubio,34,28.5,.434,.854,4.1,6.6,1.4,0.2,2.6,13.1,rubiori01
D'Angelo Russell,65,32.0,.502,.825,3.3,7.1,1.0,0.3,2.5,18.1,russeda01
Matt Ryan,1,5.0,.300,,0.0,0.0,1.0,0.0,0.0,3.0,ryanma01
Domantas Sabonis,62,34.5,.598,.741,12.1,5.2,1.0,0.4,3.1,18.9,sabondo01
Domantas Sabonis,47,34.7,.610,.740,12.1,5.0,1.0,0.5,3.0,18.9,sabondo01
Domantas Sabonis,15,33.6,.564,.743,12.3,5.8,0.9,0.3,3.5,18.9,sabondo01
Olivier Sarr,22,19.1,.639,.828,4.2,0.9,0.3,0.7,1.0,7.0,sarrol01
Tomáš Satoranský,55,16.5,.406,.796,2.3,3.3,0.5,0.1,0.8,3.6,satorto01
Tomáš Satoranský,32,15.0,.322,.760,2.0,2.4,0.4,0.0,0.7,2.8,satorto01
Tomáš Satoranský,1,9.0,,.750,1.0,0.0,0.0,0.0,0.0,3.0,satorto01
Tomáš Satoranský,22,18.9,.512,.840,2.8,4.9,0.7,0.2,1.0,4.9,satorto01
Jordan Schakel,4,7.5,.136,1.000,2.0,0.0,0.3,0.0,0.3,1.3,schakjo01
Admiral Schofield,38,12.3,.519,.800,2.3,0.7,0.1,0.1,0.6,3.8,schofad01
Dennis Schröder,64,28.7,.490,.853,3.3,4.6,0.8,0.1,2.2,13.5,schrode01
Dennis Schröder,49,29.2,.497,.848,3.3,4.2,0.8,0.1,2.1,14.4,schrode01
Dennis Schröder,15,26.9,.461,.872,3.3,5.9,0.8,0.2,2.6,10.9,schrode01
Tre Scott,2,5.5,.500,,1.0,0.0,0.5,0.5,0.0,3.0,scotttr01
Jay Scrubb,18,6.7,.457,.700,0.9,0.4,0.2,0.2,0.4,2.7,scrubja01
Wayne Selden,3,6.3,.375,.500,0.3,0.3,0.0,0.0,0.0,1.7,seldewa01
Alperen Şengün,72,20.7,.502,.711,5.5,2.6,0.8,0.9,2.0,9.6,sengual01
Collin Sexton,11,28.7,.487,.744,3.3,2.1,0.9,0.0,2.8,16.0,sextoco01
Landry Shamet,69,20.8,.521,.840,1.8,1.6,0.4,0.1,0.6,8.3,shamela01
Day'Ron Sharpe,32,12.2,.584,.585,5.0,0.5,0.3,0.5,0.9,6.2,sharpda01
Pascal Siakam,68,37.9,.525,.749,8.5,5.3,1.3,0.6,2.7,22.8,siakapa01
Chris Silva,10,9.1,.533,.833,3.6,0.7,0.0,0.1,0.8,2.6,silvach01
Chris Silva,1,3.0,,,1.0,0.0,0.0,0.0,0.0,0.0,silvach01
Chris Silva,9,9.8,.533,.833,3.9,0.8,0.0,0.1,0.9,2.9,silvach01
Marko Simonovic,9,3.9,.300,.727,1.1,0.0,0.1,0.1,0.2,1.9,simonma01
Anfernee Simons,57,29.5,.555,.888,2.6,3.9,0.5,0.1,2.0,17.3,simonan01
Zavier Simpson,4,43.5,.375,1.000,5.3,7.5,1.3,1.0,2.5,11.0,simpsza01
Jericho Sims,41,13.5,.722,.414,4.1,0.5,0.3,0.5,0.5,2.2,simsje01
Deividas Sirvydis,3,9.0,.150,,2.0,0.3,1.0,0.3,0.0,1.0,sirvyde01
Javonte Smart,17,11.8,.383,.833,1.4,0.9,0.4,0.2,0.6,3.0,smartja01
Javonte Smart,13,12.3,.302,.833,1.5,1.1,0.3,0.2,0.7,2.4,smartja01
Javonte Smart,4,10.0,.588,,1.3,0.5,0.5,0.3,0.5,5.0,smartja01
Marcus Smart,71,32.3,.501,.793,3.8,5.9,1.7,0.3,2.2,12.1,smartma01
Dennis Smith Jr.,37,17.2,.434,.656,2.4,3.6,1.2,0.3,1.4,5.6,smithde03
Ish Smith,65,17.3,.459,.625,2.2,3.8,0.7,0.4,1.2,6.3,smithis01
Ish Smith,37,13.8,.422,.632,1.5,2.6,0.5,0.3,1.0,4.5,smithis01
Ish Smith,28,22.0,.488,.600,3.0,5.2,1.0,0.5,1.5,8.6,smithis01
Jalen Smith,51,18.1,.560,.765,6.0,0.5,0.3,0.8,0.8,9.2,smithja04
Jalen Smith,29,13.2,.493,.769,4.8,0.2,0.2,0.6,0.8,6.0,smithja04
Jalen Smith,22,24.7,.603,.760,7.6,0.8,0.4,1.0,0.9,13.4,smithja04
Xavier Sneed,9,4.3,.250,,0.7,0.1,0.0,0.0,0.0,0.6,sneedxa01
Xavier Sneed,2,4.0,.000,,1.0,0.0,0.0,0.0,0.0,0.0,sneedxa01
Xavier Sneed,7,4.4,.313,,0.6,0.1,0.0,0.0,0.0,0.7,sneedxa01
Tony Snell,53,15.5,.535,1.000,1.9,0.5,0.3,0.2,0.4,3.5,snellto01
Tony Snell,38,14.4,.495,1.000,1.9,0.5,0.2,0.2,0.3,2.6,snellto01
Tony Snell,15,18.5,.588,1.000,2.1,0.5,0.5,0.1,0.5,5.9,snellto01
Jaden Springer,2,3.0,1.000,,1.0,0.0,0.0,1.0,0.5,1.0,sprinja01
Cassius Stanley,9,17.2,.457,1.000,2.1,0.4,0.6,0.2,0.7,5.8,stanlca01
Nik Stauskas,8,4.9,.500,.667,0.4,0.3,0.0,0.0,0.1,2.3,stausni01
Nik Stauskas,2,12.0,.500,.750,1.5,0.5,0.0,0.0,0.0,5.5,stausni01
Nik Stauskas,6,2.5,.500,.500,0.0,0.2,0.0,0.0,0.2,1.2,stausni01
Lance Stephenson,46,17.7,.497,.788,2.8,3.6,0.5,0.1,1.6,8.3,stephla01
Lance Stephenson,6,11.7,.385,.500,2.5,1.8,0.0,0.0,0.7,1.8,stephla01
Lance Stephenson,40,18.6,.502,.795,2.8,3.9,0.6,0.1,1.7,9.3,stephla01
Lamar Stevens,63,16.1,.517,.707,2.6,0.7,0.5,0.3,0.7,6.1,stevela01
Isaiah Stewart,71,25.6,.526,.718,8.7,1.2,0.3,1.1,1.2,8.3,stewais01
Max Strus,68,23.3,.602,.792,3.0,1.4,0.4,0.2,0.8,10.6,strusma01
Jalen Suggs,48,27.2,.400,.773,3.6,4.4,1.2,0.4,3.0,11.8,suggsja01
Craig Sword,3,6.3,.750,,0.0,0.3,1.3,0.0,0.3,2.0,swordcr01
Keifer Sykes,32,17.7,.434,.882,1.4,1.9,0.4,0.1,1.0,5.6,sykeske01
Jae'Sean Tate,78,26.4,.541,.707,5.4,2.8,0.9,0.5,1.8,11.8,tateja01
Jayson Tatum,76,35.9,.526,.853,8.0,4.4,1.0,0.6,2.9,26.9,tatumja01
Terry Taylor,33,21.6,.641,.706,5.2,1.2,0.4,0.2,0.7,9.6,taylote01
Garrett Temple,59,18.6,.476,.683,2.4,1.3,0.7,0.4,0.7,5.2,templga01
Emanuel Terry,3,6.0,.000,,5.0,0.7,0.3,0.0,1.7,0.0,terryem01
Tyrell Terry,2,1.5,1.000,,0.0,0.0,0.0,0.0,0.0,1.0,terryty01
Jon Teske,3,2.7,.000,.000,0.7,0.3,0.3,0.0,0.0,0.0,teskejo01
Daniel Theis,47,20.8,.576,.681,4.9,0.9,0.4,0.7,1.0,8.2,theisda01
Daniel Theis,26,22.5,.534,.675,5.0,0.8,0.4,0.7,1.2,8.4,theisda01
Daniel Theis,21,18.7,.643,.688,4.7,1.0,0.4,0.7,0.7,7.9,theisda01
Brodric Thomas,12,5.0,.500,.600,0.8,0.9,0.1,0.1,0.5,1.8,thomabr01
Cam Thomas,67,17.6,.480,.829,2.4,1.2,0.5,0.1,0.8,8.5,thomaca02
Isaiah Thomas,22,15.1,.485,.846,1.3,1.5,0.3,0.2,0.7,8.4,thomais02
Isaiah Thomas,4,25.3,.372,.727,2.0,1.5,0.0,0.5,1.3,9.3,thomais02
Isaiah Thomas,1,13.0,.375,,0.0,4.0,0.0,0.0,0.0,6.0,thomais02
Isaiah Thomas,17,12.9,.529,.933,1.2,1.4,0.4,0.2,0.6,8.3,thomais02
Matt Thomas,40,11.5,.541,.800,1.3,0.5,0.2,0.1,0.2,4.0,thomama02
Klay Thompson,32,29.4,.529,.902,3.9,2.8,0.5,0.5,1.3,20.4,thompkl01
Tristan Thompson,57,15.7,.530,.526,5.1,0.6,0.4,0.4,0.8,6.0,thomptr01
Tristan Thompson,30,15.2,.507,.533,5.4,0.6,0.4,0.4,1.0,6.2,thomptr01
Tristan Thompson,4,16.5,.542,.375,4.5,0.5,0.0,0.5,1.0,7.3,thomptr01
Tristan Thompson,23,16.3,.565,.542,4.7,0.6,0.5,0.3,0.5,5.7,thomptr01
JT Thor,33,7.9,.500,.600,1.3,0.6,0.2,0.3,0.3,2.0,thorjt01
Matisse Thybulle,66,25.5,.575,.791,2.3,1.1,1.7,1.1,0.6,5.7,thybuma01
Killian Tillie,36,12.8,.445,.625,1.7,0.6,0.6,0.4,0.4,3.3,tilliki02
Xavier Tillman Sr.,53,13.2,.477,.648,3.0,1.2,0.9,0.3,0.6,4.8,tillmxa01
Isaiah Todd,12,6.2,.346,.333,1.0,0.3,0.3,0.2,0.3,1.7,toddis01
Obi Toppin,72,17.1,.586,.758,3.7,1.1,0.3,0.5,0.8,9.0,toppiob01
Juan Toscano-Anderson,73,13.6,.549,.571,2.4,1.7,0.7,0.2,0.9,4.1,toscaju01
Karl-Anthony Towns,74,33.5,.591,.822,9.8,3.6,1.0,1.1,3.1,24.6,townska01
Gary Trent Jr.,70,35.0,.511,.853,2.7,2.0,1.7,0.3,1.0,18.3,trentga02
P.J. Tucker,71,27.9,.577,.738,5.5,2.1,0.8,0.2,0.9,7.6,tuckepj01
Rayjon Tucker,5,14.2,.889,.714,1.6,2.0,0.8,0.0,0.2,4.2,tuckera01
Rayjon Tucker,3,9.7,.750,.750,1.3,1.3,0.3,0.0,0.0,2.0,tuckera01
Rayjon Tucker,2,21.0,.929,.667,2.0,3.0,1.5,0.0,0.5,7.5,tuckera01
Myles Turner,42,29.4,.587,.752,7.1,1.0,0.7,2.8,1.3,12.9,turnemy01
Jonas Valančiūnas,74,30.3,.574,.820,11.4,2.6,0.6,0.8,2.4,17.8,valanjo01
Denzel Valentine,24,9.3,.523,,1.8,0.5,0.3,0.0,0.5,2.9,valende01
Denzel Valentine,22,9.3,.516,,1.7,0.5,0.3,0.0,0.5,2.9,valende01
Denzel Valentine,2,9.0,.625,,2.0,0.0,0.5,0.0,1.0,2.5,valende01
Jarred Vanderbilt,74,25.4,.590,.656,8.4,1.3,1.3,0.6,1.0,6.9,vandeja01
Fred VanVleet,65,37.9,.513,.874,4.4,6.7,1.7,0.5,2.6,20.3,vanvlfr01
Devin Vassell,71,27.3,.516,.838,4.3,1.9,1.1,0.6,0.8,12.3,vassede01
Gabe Vincent,68,23.4,.533,.815,1.9,3.1,0.9,0.2,1.4,8.7,vincega01
Nikola Vučević,73,33.1,.518,.760,11.0,3.2,1.0,1.0,1.9,17.6,vucevni01
Dean Wade,51,19.2,.574,.667,2.9,1.0,0.6,0.1,0.3,5.3,wadede01
Franz Wagner,79,30.7,.517,.863,4.5,2.9,0.9,0.4,1.5,15.2,wagnefr01
Moritz Wagner,63,15.2,.581,.806,3.7,1.4,0.3,0.2,0.9,9.0,wagnemo01
Ish Wainright,45,8.0,.486,.583,1.2,0.3,0.4,0.1,0.3,2.4,wainris01
Kemba Walker,37,25.6,.501,.845,3.0,3.5,0.7,0.2,1.3,11.6,walkeke02
Lonnie Walker IV,70,23.0,.480,.784,2.6,2.2,0.6,0.3,1.0,12.1,walkelo01
M.J. Walker,2,4.0,.000,,0.5,0.5,1.0,0.0,0.0,0.0,walkemj01
Tyrone Wallace,6,12.5,.400,.200,1.3,0.2,0.5,0.2,0.3,2.8,wallaty01
Derrick Walton,3,36.0,.288,1.000,3.3,7.0,2.3,1.3,3.7,6.3,waltode01
Brad Wanamaker,23,13.9,.390,.920,1.7,2.4,0.3,0.3,1.0,3.6,wanambr01
Brad Wanamaker,22,13.3,.389,.909,1.6,2.2,0.2,0.3,1.0,3.5,wanambr01
Brad Wanamaker,1,27.0,.400,1.000,4.0,7.0,2.0,0.0,0.0,7.0,wanambr01
Duane Washington Jr.,48,20.2,.500,.754,1.7,1.8,0.5,0.1,1.2,9.9,washidu02
P.J. Washington,65,27.2,.573,.716,5.2,2.3,0.9,0.9,1.3,10.3,washipj01
Yuta Watanabe,38,11.7,.504,.600,2.4,0.6,0.3,0.4,0.5,4.3,watanyu01
Lindy Waters III,25,18.6,.557,.800,2.9,1.0,0.8,0.3,0.4,8.0,waterli01
Tremont Waters,3,16.7,.357,,1.3,2.3,1.7,0.0,1.3,3.3,watertr01
Tremont Waters,2,21.0,.333,,2.0,3.5,2.0,0.0,2.0,4.0,watertr01
Tremont Waters,1,8.0,.500,,0.0,0.0,1.0,0.0,0.0,2.0,watertr01
Trendon Watford,48,18.1,.549,.755,4.1,1.7,0.5,0.6,0.9,7.6,watfotr01
Paul Watson,9,17.3,.429,.500,3.0,0.9,0.3,0.3,0.4,3.4,watsopa01
Quinndary Weatherspoon,11,6.6,.595,1.000,1.3,0.5,0.1,0.1,0.3,2.7,weathqu01
Russell Westbrook,78,34.3,.476,.667,7.4,7.1,1.0,0.3,3.8,18.5,westbru01
Coby White,61,27.5,.539,.857,3.0,2.9,0.5,0.2,1.1,12.7,whiteco01
Derrick White,75,29.3,.493,.864,3.5,4.9,0.9,0.8,1.6,13.2,whitede01
Derrick White,49,30.3,.497,.869,3.5,5.6,1.0,0.9,1.8,14.4,whitede01
Derrick White,26,27.4,.483,.853,3.4,3.5,0.6,0.6,1.2,11.0,whitede01
Hassan Whiteside,65,17.9,.652,.623,7.6,0.4,0.3,1.6,0.8,8.2,whiteha01
Joe Wieskamp,29,7.1,.482,.538,0.5,0.3,0.1,0.1,0.1,2.1,wieskjo01
Aaron Wiggins,50,24.2,.525,.729,3.6,1.4,0.6,0.2,1.1,8.3,wiggiaa01
Andrew Wiggins,73,31.9,.543,.634,4.5,2.2,1.0,0.7,1.5,17.2,wiggian01
Lindell Wigginton,19,10.5,.500,.543,1.3,1.2,0.3,0.1,0.6,4.2,wiggili01
Brandon Williams,24,26.7,.427,.701,3.1,3.9,1.0,0.4,2.4,12.9,willibr03
Grant Williams,77,24.4,.597,.905,3.6,1.0,0.5,0.7,0.8,7.8,willigr01
Kenrich Williams,49,21.9,.525,.545,4.5,2.2,0.9,0.2,0.9,7.4,willike04
Lou Williams,56,14.3,.448,.859,1.6,1.9,0.5,0.1,0.8,6.3,willilo02
Patrick Williams,17,24.8,.603,.732,4.1,0.9,0.5,0.5,0.9,9.0,willipa01
Robert Williams,61,29.6,.736,.722,9.6,2.0,0.9,2.2,1.0,10.0,williro04
Ziaire Williams,62,21.7,.540,.782,2.1,1.0,0.6,0.2,0.7,8.1,willizi02
D.J. Wilson,4,13.5,.733,.800,4.0,1.3,1.3,0.3,0.5,7.5,wilsodj01
Dylan Windler,50,9.2,.485,.833,1.8,0.7,0.3,0.1,0.3,2.2,windldy01
Justise Winslow,48,16.1,.457,.591,4.2,1.8,0.7,0.5,1.0,5.7,winslju01
Justise Winslow,37,13.0,.465,.610,3.6,1.4,0.6,0.5,1.0,4.2,winslju01
Justise Winslow,11,26.8,.448,.560,6.3,2.9,1.3,0.6,1.1,10.7,winslju01
Cassius Winston,7,5.6,.455,1.000,0.1,1.0,0.0,0.0,0.4,2.0,winstca01
Christian Wood,68,30.8,.576,.623,10.1,2.3,0.8,1.0,1.9,17.9,woodch01
Robert Woodard II,12,3.5,.156,1.000,0.9,0.3,0.1,0.1,0.1,0.6,woodaro01
Delon Wright,77,18.9,.535,.857,2.9,2.4,1.2,0.2,0.6,4.4,wrighde01
McKinley Wright IV,5,3.8,.833,,0.0,0.6,0.0,0.0,0.2,1.0,wrighmc01
Moses Wright,4,3.8,.250,1.000,0.8,0.5,0.0,0.3,0.0,1.3,wrighmo01
Moses Wright,1,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,wrighmo01
Moses Wright,3,4.3,.250,1.000,1.0,0.3,0.0,0.3,0.0,1.7,wrighmo01
Gabe York,2,10.5,.357,.600,1.0,2.0,1.0,0.5,0.5,4.0,yorkga01
Thaddeus Young,52,16.3,.550,.469,4.0,2.0,1.0,0.3,1.0,6.2,youngth01
Thaddeus Young,26,14.2,.578,.455,3.6,2.3,0.9,0.3,1.2,6.1,youngth01
Thaddeus Young,26,18.3,.524,.481,4.4,1.7,1.2,0.4,0.8,6.3,youngth01
Trae Young,76,34.9,.536,.904,3.7,9.7,0.9,0.1,4.0,28.4,youngtr01
Omer Yurtseven,56,12.6,.528,.623,5.3,0.9,0.3,0.4,0.7,5.3,yurtsom01
Cody Zeller,27,13.1,.567,.776,4.6,0.8,0.3,0.2,0.7,5.2,zelleco01
Ivica Zubac,76,24.4,.626,.727,8.5,1.6,0.5,1.0,1.5,10.3,zubaciv01
